load_zone,timestamp,component,injects_or_withdraws,value
outside_lvliang,20,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,20,zone_demand_mw,withdraws,-0.0
outside_lvliang,21,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,21,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,21,zone_demand_mw,withdraws,-0.0
outside_lvliang,22,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,22,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,22,zone_demand_mw,withdraws,-0.0
outside_lvliang,23,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,23,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,23,zone_demand_mw,withdraws,-0.0
outside_lvliang,24,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,24,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,24,zone_demand_mw,withdraws,-0.0
outside_lvliang,25,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,25,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,25,zone_demand_mw,withdraws,-0.0
outside_lvliang,26,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,26,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,26,zone_demand_mw,withdraws,-0.0
outside_lvliang,27,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,27,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,27,zone_demand_mw,withdraws,-0.0
outside_lvliang,28,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,28,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,28,zone_demand_mw,withdraws,-0.0
outside_lvliang,29,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,29,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,29,zone_demand_mw,withdraws,-0.0
outside_lvliang,30,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,30,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,30,zone_demand_mw,withdraws,-0.0
outside_lvliang,31,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,31,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,31,zone_demand_mw,withdraws,-0.0
outside_lvliang,32,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,32,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,32,zone_demand_mw,withdraws,-0.0
outside_lvliang,33,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,33,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,33,zone_demand_mw,withdraws,-0.0
outside_lvliang,34,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,34,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,34,zone_demand_mw,withdraws,-0.0
outside_lvliang,35,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,35,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,35,zone_demand_mw,withdraws,-0.0
outside_lvliang,36,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,36,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,36,zone_demand_mw,withdraws,-0.0
outside_lvliang,37,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,37,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,37,zone_demand_mw,withdraws,-0.0
outside_lvliang,38,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,38,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,38,zone_demand_mw,withdraws,-0.0
outside_lvliang,39,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,39,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,39,zone_demand_mw,withdraws,-0.0
outside_lvliang,40,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,40,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,40,zone_demand_mw,withdraws,-0.0
outside_lvliang,41,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,41,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,41,zone_demand_mw,withdraws,-0.0
outside_lvliang,42,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,42,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,42,zone_demand_mw,withdraws,-0.0
outside_lvliang,43,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,43,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,43,zone_demand_mw,withdraws,-0.0
outside_lvliang,44,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,44,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,44,zone_demand_mw,withdraws,-0.0
outside_lvliang,45,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,45,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,45,zone_demand_mw,withdraws,-0.0
outside_lvliang,46,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,46,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,46,zone_demand_mw,withdraws,-0.0
outside_lvliang,47,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,47,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,47,zone_demand_mw,withdraws,-0.0
outside_lvliang,48,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,48,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,48,zone_demand_mw,withdraws,-0.0
outside_lvliang,49,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,49,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,49,zone_demand_mw,withdraws,-0.0
